Threads	AOPT	AOPT-opt-reads	PMWCAS
1	0.832117	0.687814	0.835756
2	1.460999	1.176275	1.404021
4	2.772606	2.277428	2.629833
8	4.745526	3.935794	4.396046
12	6.322595	5.231799	5.534706
16	7.46575	6.130896	6.154104
20	8.758958	7.209372	6.446503
24	9.338994	7.738728	6.2018
28	9.87898	8.118775	5.702822
32	10.147316	8.412489	5.121632
36	10.808727	8.883364	4.652261
39	10.950472	9.046791	4.434092
