Threads	AOPT	AOPT-opt-reads	PMWCAS
1	1.173678	0.880905	1.190762
2	1.961169	1.474813	1.91053
4	3.135168	2.436526	2.564616
8	3.801452	3.221733	2.349009
12	3.836384	3.409082	1.991124
16	3.768169	3.465791	1.75616
20	3.778397	3.481305	1.647416
24	3.710409	3.442236	1.562522
28	3.75712	3.449386	1.558167
32	3.91546	3.57596	1.583441
36	4.121518	3.735038	1.634036
39	4.313771	3.835188	1.646819
