Threads	AOPT	AOPT-opt-reads	PMWCAS
1	0.637329	0.568887	0.72816
2	1.175022	1.041848	1.376218
4	2.316683	2.0383	2.726722
8	4.157653	3.662016	4.862935
12	5.759498	5.070935	6.693237
16	6.978829	6.151974	8.116212
20	8.532706	7.486962	9.624764
24	9.312439	8.17235	10.533645
28	9.961256	8.650135	11.202945
32	10.494162	9.034319	11.666342
36	11.218053	9.740684	12.222457
39	11.643595	10.006708	12.412264
