Threads	AOPT	AOPT-opt-reads	PMWCAS
1	0.666269	0.601029	0.751945
2	1.260929	1.12832	1.434852
4	2.476925	2.222664	2.819389
8	4.443484	4.000167	5.076652
12	6.232957	5.486056	7.056494
16	7.576375	6.72648	8.521596
20	9.142915	8.131309	10.20036
24	10.028097	8.878497	11.128603
28	10.743875	9.490195	11.827382
32	11.282495	9.925194	12.24561
36	12.101967	10.554717	12.836039
39	12.405247	10.931016	13.244207
