Threads	AOPT	AOPT-opt-reads	PMWCAS
1	0.919466	0.825386	0.895265
2	1.743496	1.491365	1.644499
4	3.419489	2.907574	3.198111
8	6.106956	5.14621	5.551348
12	8.317424	7.030602	7.560527
16	10.088955	8.453798	9.01066
20	12.087496	10.131008	10.475792
24	13.128792	11.159709	11.064004
28	14.071706	11.787287	11.715751
32	14.667203	12.50649	12.049661
36	15.615182	13.177035	12.071407
39	16.002633	13.585646	12.193228
