Threads	AOPT	AOPT-opt-reads	PMWCAS
1	0.571348	0.497592	0.683067
2	1.015932	0.896785	1.250833
4	1.965686	1.72467	2.459861
8	3.494747	3.049668	4.344831
12	4.791804	4.194299	5.91022
16	5.789367	4.992547	7.056508
20	7.064436	6.192258	8.405329
24	7.554491	6.600822	8.99061
28	8.002311	6.948796	9.474761
32	8.380822	7.237679	9.863712
36	9.243859	7.938219	10.47277
39	9.362566	8.147786	10.703076
