Threads	AOPT	AOPT-opt-reads	PMWCAS
1	0.774195	0.649922	0.791512
2	1.287295	1.06793	1.295637
4	2.375975	1.962706	2.346366
8	3.914324	3.293078	3.663233
12	5.001762	4.212402	4.323766
16	5.781948	4.855519	4.20983
20	6.4921	5.495927	3.772064
24	6.776503	5.714191	3.10785
28	6.971764	5.933532	2.505718
32	7.059554	6.032348	2.435425
36	7.436457	6.200376	2.205265
39	7.435706	6.217261	2.140835
