Threads	AOPT	AOPT-opt-reads	PMWCAS
1	0.695831	0.685088	0.738606
2	1.006678	0.988274	1.117025
4	1.783456	1.707673	1.978124
8	3.187866	2.994377	3.471232
12	4.458064	4.245432	4.682588
16	5.489507	5.225975	5.95382
20	6.91761	6.498058	7.317183
24	7.485934	7.20457	7.997616
28	8.174538	7.738183	8.646294
32	8.924847	8.227074	9.328519
36	9.831564	9.106159	9.953654
39	10.332477	9.505242	10.397887
