Threads	AOPT	AOPT-opt-reads	PMWCAS
1	0.797849	0.770265	0.80315
2	1.254304	1.223928	1.322933
4	2.209398	2.226934	2.448677
8	4.163837	4.061118	4.279363
12	5.968092	5.618802	6.021121
16	7.254193	7.35545	7.532577
20	9.308183	9.237052	9.634696
24	10.312041	9.856762	10.294289
28	11.046157	10.600472	10.758332
32	11.893494	11.345453	11.594134
36	12.723877	12.011418	12.233144
39	13.254779	12.499567	12.718456
