Threads	AOPT	AOPT-opt-reads	PMWCAS
1	1.107944	0.870993	1.150556
2	1.723494	1.356158	1.638005
4	2.566444	2.107928	1.847798
8	2.775232	2.45644	1.386968
12	2.604786	2.421381	1.078039
16	2.376788	2.265137	0.907257
20	2.249317	2.146743	0.820513
24	2.312383	2.201301	0.867189
28	2.397354	2.262115	0.915734
32	2.466852	2.305896	0.950908
36	2.582936	2.361564	0.985027
39	2.68556	2.443219	0.987091
