Threads	AOPT	AOPT-opt-reads	PMWCAS
1	1.164538	1.124588	1.075969
2	2.326439	2.239712	2.136909
4	4.535559	4.339756	4.173752
8	8.309699	7.953252	7.634594
12	10.393858	10.040529	9.797559
16	12.647352	12.746591	12.196783
20	16.057826	15.446735	14.924916
24	18.428898	17.680213	16.747258
28	19.012259	18.156668	17.030451
32	19.581526	18.587112	17.26025
36	20.123164	19.03745	17.614816
39	20.48381	19.341923	17.768469
