Threads	AOPT	AOPT-opt-reads	PMWCAS
1	0.643481	0.628927	0.674796
2	0.911079	0.897606	0.959629
4	1.542864	1.499791	1.752629
8	2.771945	2.64104	2.983834
12	3.953205	3.760243	4.273402
16	5.047796	4.689782	5.537905
20	6.364995	5.999481	6.672215
24	6.968134	6.406257	7.295114
28	7.58562	6.955158	7.886475
32	8.135919	7.522011	8.55201
36	8.998999	8.298701	9.198452
39	9.468753	8.660685	9.601644
