Threads	AOPT	AOPT-opt-reads	PMWCAS
1	0.813916	0.66807	0.787165
2	1.285343	1.085602	1.275207
4	2.274218	1.955396	2.215296
8	3.728024	3.164106	3.341914
12	4.709611	4.003102	3.54988
16	5.334813	4.599844	2.848956
20	5.911532	5.092263	2.157301
24	5.79545	5.12651	1.964126
28	5.934645	5.132631	1.859711
32	5.867139	5.066004	1.633129
36	5.974288	5.154257	1.489468
39	5.907672	5.04313	1.31852
