Threads	AOPT	AOPT-opt-reads	PMWCAS
1	0.741964	0.732414	0.787111
2	1.451511	1.453671	1.552757
4	2.796435	2.803498	3.025507
8	5.084695	5.03464	5.513545
12	7.128102	7.118659	7.637341
16	8.795316	8.773305	9.511864
20	10.895756	10.89104	11.790237
24	11.517757	11.364298	12.25303
28	12.11008	11.979172	12.655583
32	12.69192	12.485735	13.066524
36	13.251058	13.034411	13.492798
39	13.660461	13.261213	13.788302
