Threads	AOPT	AOPT-opt-reads	PMWCAS
1	1.071561	1.058302	1.01191
2	2.134632	2.06992	2.02046
4	4.181029	4.080315	3.806196
8	7.693528	7.527662	7.210506
12	10.639458	10.457032	9.981482
16	13.036268	13.009686	12.415304
20	16.142617	16.1151	15.390067
24	16.931831	16.767224	15.84078
28	17.681877	17.222669	16.143561
32	18.372626	17.699599	16.450986
36	18.986849	18.162852	16.708043
39	19.405536	18.498531	16.917134
